user_id,user_address_id,shop_id,shop_product_id,order_id,order_item_id,order_shipment_id,order_status,order_payable_price,order_discount,order_shipping_cost_total,order_checkout_status,order_item_quantity,order_item_payable_price,order_item_discount,order_shipment_status,order_shipment_delivery_status,rate,tags
898442,1496531,33,1371339,838136,2461569,793649,full_delivered,429000,300000,0,complete_paid,1,75909,53091,delivered,delivered,5,"[1, 2, 3, 4, 11]"
891645,1496679,11,163510,838162,2461658,793679,full_delivered,449300,300000,0,complete_paid,1,144690,96610,delivered,delivered,5,"[1, 2, 3, 4, 11]"
891645,1496679,11,176609,838162,2461659,793679,full_delivered,449300,300000,0,complete_paid,2,130720,87280,delivered,delivered,5,"[1, 2, 3, 4, 11]"
891645,1496679,11,47714,838162,2461660,793679,full_delivered,449300,300000,0,complete_paid,1,173890,116110,delivered,delivered,5,"[1, 2, 3, 4, 11]"
449823,1496564,84,208397,838216,2461803,793731,full_delivered,315000,200000,0,complete_paid,1,39758,25242,delivered,delivered,5,"[2, 3]"
449823,1496564,84,208217,838216,2461804,793731,full_delivered,315000,200000,0,complete_paid,1,61166,38834,delivered,delivered,5,"[2, 3]"
449823,1496564,84,219065,838216,2461805,793731,full_delivered,315000,200000,0,complete_paid,1,61166,38834,delivered,delivered,5,"[2, 3]"
449823,1496564,84,1241927,838216,2461806,793731,full_delivered,315000,200000,0,complete_paid,1,91748,58252,delivered,delivered,5,"[2, 3]"
449823,1496564,84,208219,838216,2461807,793731,full_delivered,315000,200000,0,complete_paid,1,61162,38838,delivered,delivered,5,"[2, 3]"
449823,1496564,49,222733,837998,2461224,793528,full_delivered,305000,200000,0,complete_paid,1,72476,47524,delivered,delivered,5,"[2, 3]"
449823,1496564,49,208958,837998,2461225,793528,full_delivered,305000,200000,0,complete_paid,1,72476,47524,delivered,delivered,5,"[2, 3]"
449823,1496564,49,208925,837998,2461226,793528,full_delivered,305000,200000,0,complete_paid,4,96636,63364,delivered,delivered,5,"[2, 3]"
449823,1496564,49,329390,837998,2461227,793528,full_delivered,305000,200000,0,complete_paid,1,21139,13861,delivered,delivered,5,"[2, 3]"
449823,1496564,49,77657,837998,2461228,793528,full_delivered,305000,200000,0,complete_paid,2,42273,27727,delivered,delivered,5,"[2, 3]"
290776,1494949,49,1181193,838499,2462567,794010,full_delivered,326000,100000,0,complete_paid,1,114789,35211,delivered,delivered,5,"[2, 3, 4, 11]"
290776,1494949,49,233313,838499,2462568,794010,full_delivered,326000,100000,0,complete_paid,1,113259,34741,delivered,delivered,5,"[2, 3, 4, 11]"
290776,1494949,49,328706,838499,2462569,794010,full_delivered,326000,100000,0,complete_paid,1,97952,30048,delivered,delivered,5,"[2, 3, 4, 11]"
690085,1497324,16,329208,840418,2467533,795895,full_delivered,310000,200000,0,complete_paid,1,96648,62352,delivered,delivered,5,"[1, 2, 3, 4, 11]"
690085,1497324,16,1135320,840418,2467534,795895,full_delivered,310000,200000,0,complete_paid,1,213352,137648,delivered,delivered,5,"[1, 2, 3, 4, 11]"
899064,1497283,358,1229072,840408,2467504,795885,full_delivered,459200,300000,0,complete_paid,1,86494,56506,delivered,delivered,5,"[1, 4]"
899064,1497283,358,1196472,840408,2467505,795885,full_delivered,459200,300000,0,complete_paid,1,78631,51369,delivered,delivered,5,"[1, 4]"
899064,1497283,358,1196117,840408,2467506,795885,full_delivered,459200,300000,0,complete_paid,1,144559,94441,delivered,delivered,5,"[1, 4]"
899064,1497283,358,1209416,840408,2467507,795885,full_delivered,459200,300000,0,complete_paid,2,149516,97684,delivered,delivered,5,"[1, 4]"
479653,1497096,11,167395,839512,2465128,795010,full_delivered,311000,210000,0,complete_paid,4,277528,178472,delivered,delivered,4,"[1, 4, 7]"
479653,1497096,11,179326,839512,2465129,795010,full_delivered,311000,210000,0,complete_paid,1,33472,31528,delivered,delivered,4,"[1, 4, 7]"
690085,1497324,16,59884,840629,2468082,796104,full_delivered,300000,200000,0,complete_paid,1,90000,60000,delivered,delivered,5,"[1, 2, 3, 4, 11]"
690085,1497324,16,222360,840629,2468083,796104,full_delivered,300000,200000,0,complete_paid,2,168000,112000,delivered,delivered,5,"[1, 2, 3, 4, 11]"
690085,1497324,16,206407,840629,2468084,796104,full_delivered,300000,200000,0,complete_paid,1,42000,28000,delivered,delivered,5,"[1, 2, 3, 4, 11]"
860357,1496410,615,1270484,839843,2465942,795333,full_delivered,305000,200000,0,complete_paid,1,298961,196039,delivered,delivered,1,[6]
860357,1496410,615,1272157,839843,2465943,795333,full_delivered,305000,200000,0,complete_paid,1,6039,3961,delivered,delivered,1,[6]
339008,1492920,244,933293,840053,2466479,795539,full_delivered,306430,246570,0,complete_paid,1,216395,176605,delivered,delivered,1,"[6, 7, 12]"
339008,1492920,244,1214177,840053,2466480,795539,full_delivered,306430,246570,0,complete_paid,1,16882,13118,delivered,delivered,1,"[6, 7, 12]"
339008,1492920,244,932234,840053,2466481,795539,full_delivered,306430,246570,0,complete_paid,1,45018,34982,delivered,delivered,1,"[6, 7, 12]"
339008,1492920,244,933189,840053,2466482,795539,full_delivered,306430,246570,0,complete_paid,1,28135,21865,delivered,delivered,1,"[6, 7, 12]"
900544,1498163,49,210199,842175,2472281,797629,full_delivered,300000,320000,0,complete_paid,1,240000,260000,delivered,delivered,5,[1]
900544,1498163,49,222802,842175,2472282,797629,full_delivered,300000,320000,0,complete_paid,1,60000,60000,delivered,delivered,5,[1]
734111,1497803,11,150921,841604,2470640,797064,full_delivered,410000,425000,0,complete_paid,2,92396,67604,delivered,delivered,5,"[1, 2, 4]"
734111,1497803,11,153327,841604,2470641,797064,full_delivered,410000,425000,0,complete_paid,1,57747,67253,delivered,delivered,5,"[1, 2, 4]"
734111,1497803,11,159590,841604,2470642,797064,full_delivered,410000,425000,0,complete_paid,1,28874,21126,delivered,delivered,5,"[1, 2, 4]"
734111,1497803,11,60324,841604,2470643,797064,full_delivered,410000,425000,0,complete_paid,1,230983,269017,delivered,delivered,5,"[1, 2, 4]"
682167,1498691,358,1205395,842909,2474245,798333,full_delivered,335000,200000,0,complete_paid,5,335000,200000,delivered,delivered,5,"[1, 2, 3, 4]"
682167,1498691,358,1205396,843004,2474521,798427,full_delivered,494000,260000,0,complete_paid,5,256255,153745,delivered,delivered,5,"[1, 2, 3, 4]"
682167,1498691,358,1206904,843004,2474522,798427,full_delivered,494000,260000,0,complete_paid,2,85418,44582,delivered,delivered,5,"[1, 2, 3, 4]"
682167,1498691,358,1205395,843004,2474523,798427,full_delivered,494000,260000,0,complete_paid,2,152327,61673,delivered,delivered,5,"[1, 2, 3, 4]"
644250,1495816,664,1367788,837155,2458717,792711,full_delivered,310720,291800,0,complete_paid,1,83959,66041,delivered,delivered,5,"[1, 3, 4]"
644250,1495816,664,1366504,837155,2458718,792711,full_delivered,310720,291800,0,complete_paid,1,63712,41008,delivered,delivered,5,"[1, 3, 4]"
644250,1495816,664,1366500,837155,2458719,792711,full_delivered,310720,291800,0,complete_paid,1,108295,89505,delivered,delivered,5,"[1, 3, 4]"
644250,1495816,664,1367450,837155,2458720,792711,full_delivered,310720,291800,0,complete_paid,1,54754,95246,delivered,delivered,5,"[1, 3, 4]"
899130,1498987,358,1236505,843504,2475843,798909,full_delivered,360000,35000,0,complete_paid,1,155000,10000,delivered,delivered,5,[1]
899130,1498987,358,1231581,843504,2475844,798909,full_delivered,360000,35000,0,complete_paid,1,205000,25000,delivered,delivered,5,[1]
900703,1498343,266,1005128,842444,2473056,797896,full_delivered,738000,379500,0,complete_paid,1,179168,100832,delivered,delivered,1,"[6, 14]"
900703,1498343,266,1005165,842444,2473057,797896,full_delivered,738000,379500,0,complete_paid,1,250977,132523,delivered,delivered,1,"[6, 14]"
900703,1498343,266,1004972,842444,2473058,797896,full_delivered,738000,379500,0,complete_paid,1,56168,22832,delivered,delivered,1,"[6, 14]"
900703,1498343,266,1005083,842444,2473059,797896,full_delivered,738000,379500,0,complete_paid,1,81053,38947,delivered,delivered,1,"[6, 14]"
900703,1498343,266,1005521,842444,2473060,797896,full_delivered,738000,379500,0,complete_paid,1,61145,33855,delivered,delivered,1,"[6, 14]"
900703,1498343,266,1005555,842444,2473061,797896,full_delivered,738000,379500,0,complete_paid,1,109489,50511,delivered,delivered,1,"[6, 14]"
899152,1497438,266,1004997,840712,2468311,796187,full_delivered,360250,386750,0,complete_paid,3,360250,386750,delivered,delivered,1,[14]
11090,1499351,49,214279,844283,2477992,799669,full_delivered,303300,200000,0,complete_paid,1,188802,124498,delivered,delivered,5,"[1, 4]"
11090,1499351,49,76634,844283,2477993,799669,full_delivered,303300,200000,0,complete_paid,1,96420,63580,delivered,delivered,5,"[1, 4]"
11090,1499351,49,208867,844283,2477994,799669,full_delivered,303300,200000,0,complete_paid,1,18078,11922,delivered,delivered,5,"[1, 4]"
901816,1499767,14,100196,844823,2479449,800192,full_delivered,734500,410000,0,complete_paid,1,67451,42549,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,100020,844823,2479450,800192,full_delivered,734500,410000,0,complete_paid,1,71001,43999,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,104315,844823,2479451,800192,full_delivered,734500,410000,0,complete_paid,1,63901,46099,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,112060,844823,2479452,800192,full_delivered,734500,410000,0,complete_paid,1,92301,57699,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,1143044,844823,2479453,800192,full_delivered,734500,410000,0,complete_paid,1,95851,64149,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,103166,844823,2479454,800192,full_delivered,734500,410000,0,complete_paid,1,113246,46254,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,12280,844823,2479455,800192,full_delivered,734500,410000,0,complete_paid,1,92301,37699,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,100048,844823,2479456,800192,full_delivered,734500,410000,0,complete_paid,1,63901,41099,delivered,delivered,5,"[1, 2, 3, 4, 11]"
901816,1499767,14,100052,844823,2479457,800192,full_delivered,734500,410000,0,complete_paid,1,74547,30453,delivered,delivered,5,"[1, 2, 3, 4, 11]"
891218,1498188,664,1367023,844781,2479337,800152,full_delivered,605450,304550,0,complete_paid,1,605450,304550,delivered,delivered,5,"[3, 4]"
317849,1497955,35,1198545,841971,2471681,797425,full_delivered,404143,323857,0,complete_paid,1,137175,101825,delivered,delivered,5,"[1, 2, 4]"
317849,1497955,35,653351,841971,2471682,797425,full_delivered,404143,323857,0,complete_paid,1,101245,78755,delivered,delivered,5,"[1, 2, 4]"
317849,1497955,35,50924,841971,2471683,797425,full_delivered,404143,323857,0,complete_paid,1,120526,108474,delivered,delivered,5,"[1, 2, 4]"
317849,1497955,35,50806,841971,2471684,797425,full_delivered,404143,323857,0,complete_paid,1,39574,30426,delivered,delivered,5,"[1, 2, 4]"
317849,1497955,35,651149,841971,2471685,797425,full_delivered,404143,323857,0,complete_paid,1,5623,4377,delivered,delivered,5,"[1, 2, 4]"
760916,1496902,179,600502,845598,2481674,800947,full_delivered,309000,200000,0,complete_paid,3,91062,58938,delivered,delivered,5,"[1, 3]"
760916,1496902,179,600536,845598,2481675,800947,full_delivered,309000,200000,0,complete_paid,1,24283,15717,delivered,delivered,5,"[1, 3]"
760916,1496902,179,997540,845598,2481676,800947,full_delivered,309000,200000,0,complete_paid,1,18213,11787,delivered,delivered,5,"[1, 3]"
760916,1496902,179,606715,845598,2481677,800947,full_delivered,309000,200000,0,complete_paid,1,175442,113558,delivered,delivered,5,"[1, 3]"
901914,1499811,586,1256109,845145,2480385,800509,full_delivered,530000,300000,0,complete_paid,2,319278,180722,delivered,delivered,1,"[1, 2, 3, 11, 14]"
901914,1499811,586,1255931,845145,2480386,800509,full_delivered,530000,300000,0,complete_paid,1,210722,119278,delivered,delivered,1,"[1, 2, 3, 11, 14]"
878653,1500078,15,129097,845847,2482373,801189,full_delivered,756644,200000,0,complete_paid,1,379096,100204,delivered,delivered,5,"[1, 2, 3, 4]"
878653,1500078,15,97927,845847,2482374,801189,full_delivered,756644,200000,0,complete_paid,1,377548,99796,delivered,delivered,5,"[1, 2, 3, 4]"
32534,1500159,15,104286,845917,2482568,801258,full_delivered,415000,275000,0,complete_paid,3,415000,275000,delivered,delivered,5,"[1, 2, 3, 4, 11]"
587008,1500087,16,204222,846089,2483070,801421,full_delivered,390000,0,0,complete_paid,3,120000,0,delivered,delivered,5,[1]
587008,1500087,16,13254,846089,2483072,801421,full_delivered,390000,0,0,complete_paid,1,100000,0,delivered,delivered,5,[1]
587008,1500087,16,13253,846089,2483073,801421,full_delivered,390000,0,0,complete_paid,1,100000,0,delivered,delivered,5,[1]
587008,1500087,16,222399,846089,2483075,801421,full_delivered,390000,0,0,complete_paid,1,70000,0,delivered,delivered,5,[1]
399510,1497893,15,99955,841864,2471389,797319,full_delivered,810000,90000,0,complete_paid,1,175000,15000,delivered,delivered,1,"[1, 2, 3, 11, 13]"
399510,1497893,15,100046,841864,2471390,797319,full_delivered,810000,90000,0,complete_paid,1,90000,15000,delivered,delivered,1,"[1, 2, 3, 11, 13]"
399510,1497893,15,100001,841864,2471391,797319,full_delivered,810000,90000,0,complete_paid,1,125000,15000,delivered,delivered,1,"[1, 2, 3, 11, 13]"
399510,1497893,15,1143043,841864,2471392,797319,full_delivered,810000,90000,0,complete_paid,1,135000,25000,delivered,delivered,1,"[1, 2, 3, 11, 13]"
399510,1497893,15,104296,841864,2471393,797319,full_delivered,810000,90000,0,complete_paid,1,60000,5000,delivered,delivered,1,"[1, 2, 3, 11, 13]"
399510,1497893,15,1413071,841864,2471394,797319,full_delivered,810000,90000,0,complete_paid,1,130000,0,delivered,delivered,1,"[1, 2, 3, 11, 13]"
399510,1497893,15,100193,841864,2471395,797319,full_delivered,810000,90000,0,complete_paid,1,95000,15000,delivered,delivered,1,"[1, 2, 3, 11, 13]"
492015,1496516,49,1317415,837954,2461091,793485,full_delivered,344000,200000,0,complete_paid,1,344000,200000,delivered,delivered,1,[6]
865630,1496447,16,461083,838226,2461831,793741,full_delivered,360000,150000,0,complete_paid,1,250589,104411,delivered,delivered,5,"[1, 2]"
865630,1496447,16,210009,838226,2461832,793741,full_delivered,360000,150000,0,complete_paid,1,42353,17647,delivered,delivered,5,"[1, 2]"
865630,1496447,16,61259,838226,2461833,793741,full_delivered,360000,150000,0,complete_paid,1,67058,27942,delivered,delivered,5,"[1, 2]"
888779,1500149,80,205885,845886,2482474,801227,full_delivered,400000,300000,0,complete_paid,1,388572,291428,delivered,delivered,5,"[1, 2, 3, 4, 11]"
888779,1500149,80,1133821,845886,2482475,801227,full_delivered,400000,300000,0,complete_paid,1,11428,8572,delivered,delivered,5,"[1, 2, 3, 4, 11]"
630257,1500533,11,823291,846952,2485585,802264,full_delivered,760000,70000,0,complete_paid,1,80000,0,delivered,delivered,2,[6]
630257,1500533,11,1142748,846952,2485586,802264,full_delivered,760000,70000,0,complete_paid,1,310000,70000,delivered,delivered,2,[6]
630257,1500533,11,156638,846952,2485587,802264,full_delivered,760000,70000,0,complete_paid,1,370000,0,delivered,delivered,2,[6]
892554,1500494,664,1367023,848707,2490607,803953,full_delivered,705450,204550,0,complete_paid,1,705450,204550,delivered,delivered,1,[7]
894749,1496598,35,47971,838044,2461354,793574,full_delivered,410110,366890,0,complete_paid,1,112567,106433,delivered,delivered,5,"[1, 3]"
894749,1496598,35,739656,838044,2461355,793574,full_delivered,410110,366890,0,complete_paid,2,206872,191128,delivered,delivered,5,"[1, 3]"
894749,1496598,35,51083,838044,2461356,793574,full_delivered,410110,366890,0,complete_paid,5,56025,43975,delivered,delivered,5,"[1, 3]"
894749,1496598,35,50974,838044,2461357,793574,full_delivered,410110,366890,0,complete_paid,2,34646,25354,delivered,delivered,5,"[1, 3]"
894749,1497388,20,14493,847138,2486163,802442,full_delivered,300000,200000,0,complete_paid,2,192000,128000,delivered,delivered,4,"[4, 6]"
894749,1497388,20,1248589,847138,2486164,802442,full_delivered,300000,200000,0,complete_paid,5,30000,20000,delivered,delivered,4,"[4, 6]"
894749,1497388,20,16113,847138,2486165,802442,full_delivered,300000,200000,0,complete_paid,4,48000,32000,delivered,delivered,4,"[4, 6]"
894749,1497388,20,1266058,847138,2486166,802442,full_delivered,300000,200000,0,complete_paid,1,30000,20000,delivered,delivered,4,"[4, 6]"
890291,1500294,49,210804,847630,2487529,802912,full_delivered,323600,200000,0,complete_paid,3,278115,171885,delivered,delivered,5,"[2, 3]"
890291,1500294,49,79499,847630,2487530,802912,full_delivered,323600,200000,0,complete_paid,1,45485,28115,delivered,delivered,5,"[2, 3]"
893682,1493406,49,1005744,848017,2488626,803281,full_delivered,760000,300000,0,complete_paid,1,171359,67641,delivered,delivered,5,"[2, 3, 4, 11]"
893682,1493406,49,598298,848017,2488627,803281,full_delivered,760000,300000,0,complete_paid,1,588641,232359,delivered,delivered,5,"[2, 3, 4, 11]"
903177,1501129,11,1142748,849040,2491553,804281,full_delivered,315000,295000,0,complete_paid,1,189612,190388,delivered,delivered,3,"[1, 4, 12]"
903177,1501129,11,159543,849040,2491554,804281,full_delivered,315000,295000,0,complete_paid,1,125388,104612,delivered,delivered,3,"[1, 4, 12]"
852293,1500803,11,10514,847952,2488457,803217,full_delivered,331900,200000,0,complete_paid,1,57345,34555,delivered,delivered,1,"[6, 13]"
852293,1500803,11,160283,847952,2488458,803217,full_delivered,331900,200000,0,complete_paid,3,93600,56400,delivered,delivered,1,"[6, 13]"
852293,1500803,11,162584,847952,2488459,803217,full_delivered,331900,200000,0,complete_paid,1,43680,26320,delivered,delivered,1,"[6, 13]"
852293,1500803,11,146208,847952,2488460,803217,full_delivered,331900,200000,0,complete_paid,1,49920,30080,delivered,delivered,1,"[6, 13]"
852293,1500803,11,162029,847952,2488461,803217,full_delivered,331900,200000,0,complete_paid,1,37440,22560,delivered,delivered,1,"[6, 13]"
