id,user_address_id,gender,latitude,longitude
893673,1493396,,35.69915,51.45339
893531,1493401,,35.67184,51.39777
673771,1493403,,35.74529,51.28301
399,1493404,,35.68994,51.25852
893682,1493406,,35.72951,51.47298
893690,1493417,,35.72514,51.30431
602094,1493418,,35.66744,51.29691
893680,1493419,,35.70280,51.36578
598059,1493426,,35.76908,51.33512
893692,1493427,,35.79257,51.46072
311901,1493430,,35.67919,51.40306
508791,1493431,,35.76577,51.34945
127820,1493432,,35.76656,51.29890
893705,1493440,,35.76906,51.30472
893173,1493441,,35.73666,51.30938
893679,1493444,,35.65783,51.49246
893619,1493445,,35.72316,51.37412
853714,1493455,,35.74837,51.44391
892915,1493461,,35.71381,51.35796
90209,1493466,,35.70413,51.39692
893685,1493467,,35.69211,51.39729
870123,1493468,,35.67866,51.24333
893725,1493469,,35.70482,51.32584
355535,1493470,male,35.67955,51.38109
83968,1493475,,35.69758,51.25490
893735,1493483,,35.65196,51.35134
893604,1493491,rather_not_to_say,35.73805,51.54556
374015,1493496,,35.74792,51.22961
83968,1493497,,35.69745,51.25491
760479,1493504,,35.77203,51.35464
893724,1493507,,35.63678,51.49965
893811,1493521,,35.70172,51.34594
365394,1493533,,35.72772,51.34765
893843,1493544,,35.67440,51.26751
893838,1493545,,35.71694,51.44570
893853,1493558,,35.74221,51.48273
74020,1493560,,35.71977,51.35100
338633,1493564,,35.76925,51.35250
892124,1493566,,35.70513,51.34532
893856,1493575,female,35.72655,51.47652
893860,1493578,,35.70982,51.45167
893785,1493593,,35.70988,51.45154
334718,1493597,,35.78061,51.46303
893874,1493598,,35.70489,51.40729
893871,1493599,,35.76021,51.53362
893870,1493601,,35.74027,51.53653
429101,1493603,,35.72871,51.40069
851661,1493605,,35.69870,51.25541
27360,1493606,,35.65733,51.48516
893878,1493608,,35.70476,51.40796
434977,1493612,,35.81303,51.41276
893862,1493613,,35.69188,51.39729
574010,1493615,male,35.63908,51.42400
893670,1493616,,35.80290,51.45101
219337,1493617,,35.74523,51.28300
761599,1493621,,35.71857,51.31410
893723,1493624,,35.68400,51.40930
862996,1493634,,35.67068,51.32950
893855,1493635,,35.75407,51.56881
893907,1493644,,35.70338,51.34675
893938,1493649,,35.77567,51.36422
893961,1493660,,35.72922,51.46122
298169,1493672,male,35.79535,51.45706
894006,1493678,,35.75498,51.54879
894003,1493688,,35.64399,51.34937
786047,1493697,,35.70843,51.31614
49575,1493698,,35.69317,51.38432
894059,1493699,,35.70455,51.36322
893964,1493700,,35.75826,51.54609
893703,1493702,,35.72644,51.38393
894091,1493703,,35.74439,51.30995
894037,1493704,male,35.67495,51.34690
807007,1493705,,35.64693,51.43243
256461,1493707,,35.72602,51.53580
62618,1493718,,35.77640,51.32156
63820,1493719,,35.70784,51.34441
894062,1493722,,35.75453,51.54897
894148,1493725,,35.67198,51.39779
894153,1493736,,35.77011,51.31123
893933,1493740,,35.69088,51.38876
886494,1493756,,35.73109,51.30317
894242,1493757,,35.70765,51.49764
894271,1493770,,35.63978,51.48791
894275,1493775,,35.70688,51.47126
653527,1493776,,35.67177,51.46145
894310,1493777,,35.71652,51.42959
893806,1493785,,35.69414,51.34608
653527,1493788,,35.67168,51.46101
51254,1493795,,35.76238,51.20134
894246,1493797,,35.68837,51.44785
786660,1493807,,35.66334,51.36857
651020,1493816,,35.76819,51.47040
469925,1493818,,35.76227,51.39100
894340,1493820,,35.68824,51.34355
894336,1493833,,35.73024,51.47428
894355,1493837,,35.74437,51.33503
434414,1493844,,35.81300,51.41270
843011,1493847,,35.74800,51.54077
894361,1493853,,35.73307,51.55565
894371,1493856,,35.73312,51.47283
842697,1493877,,35.71670,51.40624
877414,1493881,,35.74367,51.45421
894380,1493882,,35.77593,51.32578
762720,1493885,,35.66002,51.46785
544246,1493888,,35.68203,51.35851
894386,1493896,,35.76046,51.35611
894409,1493897,,35.74711,51.47216
894412,1493900,,35.77212,51.31017
894427,1493928,,35.65479,51.36263
760314,1493929,,35.72639,51.43366
894436,1493938,,35.77658,51.38025
894430,1493941,,35.71304,51.42871
894440,1493945,,35.73700,51.54912
370275,1493960,,35.77362,51.34741
894456,1493969,,35.79126,51.48095
894465,1493975,,35.70971,51.37377
894463,1493976,,35.69212,51.39729
893548,1493984,,35.74773,51.51247
112266,1493986,male,35.72393,51.48282
894472,1494005,,35.65722,51.49245
1685,1494007,,35.76122,51.23792
894507,1494011,,35.72697,51.40251
147086,1494012,,35.69597,51.32671
845890,1494015,,35.73942,51.51628
4196,1494016,,35.77946,51.43257
894531,1494017,,35.65627,51.37359
894509,1494018,,35.72681,51.43708
890367,1494019,,35.78908,51.49847
894484,1494020,,35.67526,51.39831
658899,1494023,,35.72528,51.36183
894510,1494024,,35.71364,51.44607
366528,1494026,,35.69956,51.48273
514025,1494030,,35.81305,51.46551
894574,1494045,,35.68915,51.46825
815367,1494052,,35.75967,51.32062
807625,1494057,,35.65253,51.34485
149186,1494073,,35.71414,51.36086
894527,1494093,,35.69291,51.36218
894562,1494094,,35.73597,51.55631
383026,1494095,,35.79366,51.49092
894615,1494100,,35.67006,51.40551
364720,1494102,,35.74584,51.44416
894641,1494105,male,35.77825,51.36080
329691,1494106,,35.74756,51.31244
894630,1494107,female,35.66597,51.33499
309115,1494120,,35.70372,51.32262
894654,1494125,,35.68608,51.36355
894633,1494126,,35.75028,51.41434
363440,1494128,,35.77102,51.39623
894657,1494129,,35.68821,51.34359
637949,1494142,,35.69954,51.48273
891435,1494145,,35.66011,51.36798
894662,1494147,,35.75380,51.33093
892727,1494155,,35.68464,51.46890
892675,1494156,,35.70329,51.32598
22507,1494157,,35.74023,51.59241
894677,1494162,male,35.71383,51.44381
894680,1494168,,35.67493,51.38300
333899,1494169,,35.76968,51.39668
92802,1494174,,35.69314,51.35700
379532,1494177,,35.63420,51.40045
894581,1494178,,35.68026,51.37630
894610,1494183,,35.75392,51.31920
885615,1494184,,35.67129,51.33458
892035,1494189,,35.78019,51.33574
709253,1494192,,35.71456,51.40540
894706,1494201,,35.72055,51.41221
654656,1494208,,35.72122,51.32184
894608,1494214,,35.73538,51.49198
641117,1494216,,35.75450,51.41336
341839,1494220,,35.78367,51.41795
894692,1494225,,35.65954,51.49516
894718,1494228,,35.71084,51.44868
894511,1494232,,35.68529,51.39562
894705,1494236,,35.77646,51.32597
282664,1494239,,35.67994,51.38540
58312,1494242,,35.69569,51.26226
678988,1494246,,35.71691,51.43308
145705,1494249,,35.73546,51.37892
894652,1494250,,35.66110,51.35387
893758,1494255,,35.69602,51.38244
153424,1494256,,35.74276,51.39919
894738,1494260,,35.73978,51.52180
894607,1494263,rather_not_to_say,35.70812,51.41517
387602,1494265,,35.78117,51.37932
894743,1494266,,35.66767,51.32350
894740,1494267,,35.66610,51.40539
894753,1494277,,35.76615,51.29099
894735,1494281,,35.73899,51.46505
894737,1494282,,35.73420,51.48253
102261,1494296,,35.74767,51.22719
334520,1494298,,35.75980,51.30942
894694,1494306,,35.67048,51.45193
609834,1494327,,35.74091,51.52903
841435,1494328,,35.75968,51.38914
894816,1494331,,35.73391,51.48376
764430,1494332,,35.72190,51.47750
699135,1494365,,35.76990,51.36587
894813,1494373,,35.66662,51.48488
894721,1494375,,35.74406,51.41369
894859,1494376,,35.69573,51.39955
894857,1494377,,35.68863,51.49208
894859,1494378,,35.69553,51.39949
637949,1494386,,35.66390,51.44259
894876,1494391,,35.71982,51.47181
894386,1494394,,35.76037,51.35636
893303,1494395,,35.61803,51.33803
894877,1494398,,35.73416,51.50884
673174,1494400,,35.71267,51.50227
598227,1494401,,35.66357,51.43814
894880,1494402,,35.73402,51.24346
532278,1494407,,35.70000,51.39031
377375,1494408,,35.69506,51.43350
894937,1494426,,35.67318,51.34289
657998,1494435,,35.77365,51.34712
894828,1494436,,35.79140,51.44036
894733,1494437,,35.77519,51.32412
381924,1494447,,35.67468,51.26952
205249,1494454,,35.69143,51.42873
894974,1494457,,35.77019,51.37145
747053,1494459,,35.73693,51.52262
894987,1494470,,35.67727,51.48089
853428,1494472,male,35.73502,51.41675
894910,1494480,,35.68847,51.44782
895016,1494481,,35.65795,51.49258
93962,1494482,,35.72964,51.43443
893303,1494486,,35.66671,51.36550
895050,1494501,,35.74731,51.55416
895058,1494504,,35.73598,51.53121
895042,1494506,,35.77980,51.44941
895035,1494509,,35.68821,51.44759
211227,1494511,,35.69407,51.42589
309560,1494518,,35.78163,51.36277
893162,1494519,,35.72787,51.32549
893162,1494538,,35.77103,51.27137
895080,1494541,,35.77621,51.36833
893162,1494561,,35.76395,51.35234
895103,1494565,,35.78054,51.35960
895130,1494577,,35.67778,51.48725
895077,1494579,,35.68847,51.44784
895101,1494583,,35.71430,51.31251
427556,1494601,,35.64959,51.47729
895206,1494613,,35.65622,51.26411
895176,1494628,,35.77591,51.32615
895206,1494637,,35.71015,51.41937
895082,1494640,,35.74026,51.56454
419814,1494645,,35.63371,51.48824
470162,1494648,,35.72302,51.43762
470162,1494656,,35.73388,51.48364
895238,1494664,,35.70749,51.33786
427556,1494666,,35.77731,51.40945
325509,1494669,male,35.68670,51.36404
895257,1494671,,35.71085,51.28019
895254,1494682,,35.66192,51.49111
895256,1494685,male,35.73281,51.53894
895261,1494686,,35.75920,51.44435
895262,1494691,,35.72903,51.52418
895271,1494692,,35.75511,51.52941
384073,1494698,,35.68348,51.47933
890639,1494700,,35.73985,51.54754
895282,1494702,,35.71300,51.44839
799363,1494704,,35.71543,51.35941
881919,1494705,,35.72250,51.44584
895250,1494710,,35.66689,51.29830
745412,1494722,,35.72129,51.48934
383913,1494723,,35.80710,51.42618
637949,1494724,,35.79478,51.44535
895318,1494732,,35.63934,51.49078
895323,1494747,,35.72282,51.48434
66076,1494752,,35.77310,51.34884
47792,1494755,,35.70968,51.41402
778109,1494756,,35.74497,51.51914
449823,1494766,,35.68365,51.47583
895335,1494773,,35.77623,51.32608
895367,1494791,male,35.67319,51.32959
895351,1494794,,35.68801,51.34991
895298,1494796,,35.67423,51.39775
265847,1494801,,35.73103,51.47425
895369,1494802,,35.68858,51.46659
895374,1494809,,35.73871,51.30926
895366,1494810,,35.73650,51.49842
895379,1494813,,35.66172,51.49157
895397,1494824,,35.69131,51.34685
342382,1494833,,35.75601,51.25170
433476,1494848,male,35.70615,51.48672
895138,1494859,,35.75964,51.42921
895477,1494861,,35.67322,51.32958
283466,1494870,rather_not_to_say,35.70256,51.34927
895362,1494872,,35.70783,51.45112
895492,1494881,,35.81043,51.46593
895494,1494883,,35.71764,51.48028
895489,1494890,,35.65879,51.35051
895501,1494898,,35.77588,51.32621
895485,1494903,,35.72815,51.46309
609921,1494917,,35.76433,51.28674
721705,1494918,,35.77015,51.30739
895502,1494927,,35.77621,51.32597
895518,1494928,,35.71963,51.37540
895627,1494947,,35.74965,51.23312
290776,1494949,male,35.71653,51.47429
895625,1494963,,35.76283,51.41396
895814,1494973,,35.67279,51.35901
895745,1494974,,35.69766,51.45489
895530,1494975,,35.67322,51.32959
895769,1494977,,35.69159,51.36299
895746,1494979,,35.77428,51.39842
895856,1494980,,35.67955,51.37724
375198,1494989,male,35.77623,51.32089
895849,1494994,,35.77628,51.32602
325440,1495001,rather_not_to_say,35.68473,51.36252
895834,1495013,,35.74664,51.22800
895876,1495018,,35.74505,51.32839
641619,1495026,,35.73985,51.33386
890394,1495032,,35.80030,51.43843
895882,1495033,,35.69073,51.35146
895900,1495044,,35.66611,51.30362
155729,1495052,male,35.74557,51.23911
895915,1495056,,35.72955,51.25566
895851,1495057,,35.70058,51.34890
895925,1495064,,35.75598,51.23820
3819,1495068,,35.65437,51.42246
3819,1495071,,35.63511,51.42142
895936,1495073,,35.74480,51.55440
785787,1495078,,35.74668,51.22954
678988,1495081,,35.70987,51.43281
895940,1495085,,35.65414,51.33758
369413,1495094,,35.69643,51.44737
353503,1495096,,35.73138,51.41593
895953,1495105,male,35.69063,51.35144
893162,1495107,,35.68610,51.35944
571883,1495124,male,35.67243,51.38828
3967,1495139,,35.70805,51.33844
586816,1495149,male,35.70986,51.50785
896014,1495151,,35.64236,51.36860
896016,1495152,,35.79087,51.48127
896009,1495153,,35.74574,51.38943
256084,1495154,,35.76789,51.38820
895996,1495158,,35.74156,51.24971
760483,1495185,female,35.82168,51.42745
272119,1495218,,35.71213,51.41707
763569,1495222,,35.67841,51.37982
896281,1495225,,35.66523,51.40244
104255,1495250,,35.71211,51.44970
92050,1495269,,35.65392,51.32382
621632,1495274,,35.71298,51.27196
896456,1495285,,35.63198,51.40892
896513,1495336,,35.74803,51.40479
829657,1495354,,35.74238,51.51180
558030,1495360,,35.69005,51.38019
896573,1495367,,35.66855,51.41363
13,1495375,female,35.77182,51.41613
199216,1495387,,35.68735,51.37371
607252,1495396,,35.70282,51.35767
896634,1495411,,35.72127,51.44977
896642,1495427,,35.71896,51.39328
540452,1495433,,35.68208,51.39288
450080,1495443,,35.70492,51.49115
277337,1495455,,35.71796,51.32836
237033,1495502,,35.63305,51.39023
772272,1495514,rather_not_to_say,35.73585,51.37728
448605,1495517,,35.75520,51.22867
896901,1495539,,35.73158,51.47500
213203,1495595,,35.77143,51.43587
61920,1495601,female,35.68614,51.43969
896999,1495606,,35.74535,51.24632
862008,1495617,,35.73716,51.55533
801767,1495641,,35.73642,51.41797
346595,1495657,,35.71646,51.40432
897109,1495665,,35.78353,51.46634
897118,1495678,,35.73348,51.41984
13807,1495684,,35.76371,51.34105
6242,1495703,,35.69703,51.41519
897138,1495704,,35.69623,51.37790
897135,1495707,,35.71232,51.38518
897144,1495712,,35.76847,51.44319
285667,1495720,,35.73718,51.33614
897148,1495721,,35.70707,51.18503
897159,1495739,,35.75659,51.21237
897162,1495740,,35.72275,51.31561
339692,1495742,,35.65697,51.26841
772959,1495756,,35.72223,51.34363
897033,1495771,,35.77601,51.41600
897217,1495784,,35.74822,51.50209
897216,1495786,,35.77572,51.41567
897180,1495788,,35.67149,51.37623
897218,1495789,,35.67494,51.46450
897156,1495808,,35.67944,51.39970
897224,1495815,,35.72851,51.44763
644250,1495816,,35.67312,51.32918
15537,1495819,,35.71416,51.40028
897209,1495820,,35.73595,51.44337
897223,1495823,,35.79623,51.47596
513126,1495833,,35.63856,51.42138
897234,1495834,,35.72242,51.41592
897233,1495836,,35.75478,51.41244
887676,1495854,,35.69818,51.40448
897249,1495856,,35.75111,51.53058
881512,1495861,,35.72692,51.30273
897280,1495874,,35.81292,51.46648
318836,1495887,,35.69244,51.38665
867623,1495890,,35.62267,51.42482
897408,1495891,,35.72071,51.41176
897407,1495895,,35.74327,51.52633
897252,1495922,,35.79286,51.43466
897419,1495926,,35.70415,51.25480
867623,1495927,,35.62380,51.42477
65817,1495929,,35.75693,51.54519
284197,1495931,,35.72609,51.44451
897437,1495935,,35.70015,51.48216
897441,1495943,,35.78650,51.37234
240831,1495944,,35.76163,51.44713
386074,1495945,female,35.75190,51.52686
388265,1495946,,35.73130,51.47395
897440,1495950,,35.75928,51.43567
262307,1495964,,35.73488,51.35325
289221,1495965,,35.67727,51.33749
613977,1495967,,35.69944,51.33778
897459,1495968,,35.69819,51.45451
897481,1495969,,35.71448,51.40745
613977,1495970,,35.69944,51.33778
607931,1495971,,35.75770,51.33958
897473,1495975,,35.73994,51.44247
783376,1495979,,35.75467,51.41228
897471,1495980,,35.70388,51.24761
829235,1495982,male,35.70329,51.24734
331371,1495986,,35.70398,51.42128
897517,1495994,,35.73208,51.33330
897494,1495995,,35.71367,51.38853
541233,1495997,male,35.73942,51.33952
504507,1495998,,35.73932,51.33944
291128,1496002,,35.76259,51.42065
487645,1496003,,35.68599,51.47571
829235,1496004,male,35.70325,51.24735
704093,1496021,,35.75229,51.44214
897007,1496022,,35.72192,51.41666
720988,1496023,,35.69872,51.39156
897659,1496026,,35.68660,51.35257
371202,1496028,,35.73918,51.51285
895629,1496030,,35.66117,51.49359
897519,1496031,female,35.72653,51.40779
897657,1496032,,35.73521,51.37220
897669,1496042,,35.71725,51.35887
641944,1496049,,35.73947,51.51270
897654,1496050,,35.71366,51.45759
897671,1496056,,35.73484,51.48228
897680,1496057,,35.73226,51.46730
897686,1496058,,35.75926,51.41813
386074,1496061,female,35.72980,51.49511
897759,1496072,,35.68576,51.25417
897763,1496075,,35.72416,51.46481
145043,1496077,,35.76084,51.43807
380908,1496083,,35.67798,51.35522
294055,1496087,,35.75547,51.40175
897738,1496089,,35.70384,51.24760
897808,1496090,,35.74178,51.44388
897839,1496112,,35.70282,51.36451
897662,1496123,,35.75615,51.41356
897862,1496124,,35.70766,51.49764
27343,1496125,,35.64852,51.33448
247699,1496126,,35.71616,51.36028
740397,1496127,,35.75800,51.40013
897844,1496129,,35.77490,51.34706
581674,1496137,,35.73781,51.28874
897810,1496138,,35.68610,51.35056
589027,1496139,,35.61493,51.44831
24605,1496142,,35.74232,51.30518
480595,1496158,,35.67932,51.43625
216147,1496159,,35.75310,51.44105
295006,1496160,,35.72756,51.40841
897887,1496161,,35.71567,51.50185
897886,1496166,,35.72223,51.51073
375837,1496173,,35.71894,51.32022
897896,1496174,,35.72598,51.47245
897763,1496177,,35.72479,51.46484
5513,1496179,,35.72966,51.42542
767549,1496180,,35.73678,51.41372
198516,1496183,,35.76976,51.35883
897673,1496185,,35.72368,51.34118
897883,1496188,,35.69807,51.40556
897902,1496190,,35.71789,51.34072
271398,1496213,,35.76004,51.40014
895988,1496216,,35.64909,51.39743
893141,1496217,female,35.76086,51.42176
770770,1496221,,35.78023,51.41891
897927,1496222,,35.80001,51.47610
897945,1496240,,35.75186,51.32879
897951,1496250,,35.75811,51.40013
542787,1496251,,35.71367,51.35601
25241,1496268,,35.72669,51.37695
189480,1496270,,35.66510,51.33034
894813,1496272,,35.65250,51.47848
58651,1496276,,35.78230,51.44719
897908,1496277,,35.72026,51.50610
898002,1496279,,35.69832,51.39147
897948,1496283,,35.73840,51.41311
523375,1496284,,35.71002,51.37593
898053,1496285,,35.69467,51.39099
569144,1496287,,35.74581,51.55132
897981,1496289,,35.66173,51.49141
62079,1496301,,35.80708,51.42833
894615,1496303,,35.81061,51.42892
898077,1496304,,35.73493,51.37217
318282,1496308,,35.73520,51.37218
897978,1496312,,35.72689,51.41683
898108,1496314,,35.74925,51.30682
898153,1496317,,35.71452,51.49194
897857,1496319,,35.73592,51.45998
897736,1496320,,35.71153,51.48808
418736,1496322,,35.71621,51.49040
874646,1496331,,35.71594,51.46815
898163,1496332,,35.72514,51.46485
898164,1496333,,35.75282,51.40837
750441,1496338,,35.76440,51.47661
307450,1496353,,35.77458,51.41521
700642,1496356,,35.71526,51.39967
898201,1496357,,35.69851,51.39152
9460,1496366,,35.75610,51.45651
898232,1496372,,35.72218,51.37191
898204,1496379,,35.73843,51.52631
897940,1496386,female,35.72659,51.40777
898244,1496388,,35.70577,51.46513
898191,1496395,,35.74483,51.24641
898241,1496399,,35.69883,51.47540
898263,1496403,,35.75918,51.28506
461024,1496404,,35.69934,51.49798
110542,1496407,,35.70839,51.38952
898264,1496408,,35.74399,51.45965
110542,1496409,,35.70838,51.38964
860357,1496410,male,35.65929,51.37123
110542,1496412,,35.77686,51.44435
609916,1496418,,35.69667,51.38584
898362,1496424,,35.70057,51.45844
815799,1496430,,35.65961,51.37536
898306,1496431,,35.73330,51.38101
895206,1496432,,35.70901,51.27312
268115,1496440,,35.81964,51.48994
766482,1496441,,35.64443,51.36063
865630,1496447,,35.66841,51.29540
898397,1496448,,35.69852,51.39152
898394,1496449,,35.73726,51.36116
800097,1496458,,35.79880,51.50952
898412,1496462,,35.76399,51.35078
340303,1496463,,35.75389,51.34806
898414,1496465,,35.69343,51.34708
897409,1496472,,35.73175,51.48717
206032,1496482,,35.74708,51.46483
898419,1496497,,35.79159,51.41755
898423,1496500,,35.76094,51.40965
898424,1496506,,35.72655,51.33569
256313,1496507,,35.77344,51.44338
898425,1496510,,35.72218,51.50545
18802,1496512,,35.76368,51.39548
345170,1496513,,35.76167,51.19732
895296,1496515,,35.75105,51.56195
492015,1496516,male,35.72395,51.45699
898378,1496517,,35.72527,51.46485
366842,1496525,,35.75765,51.47057
898443,1496527,,35.77717,51.35996
345170,1496530,,35.75935,51.19719
898442,1496531,,35.63259,51.38991
895387,1496534,,35.67692,51.27129
143874,1496540,,35.78493,51.37864
898450,1496541,,35.73598,51.40588
898388,1496552,,35.75420,51.40050
332357,1496553,,35.71912,51.30406
629715,1496561,,35.77323,51.32968
449823,1496564,,35.68743,51.47572
898462,1496565,,35.70044,51.34297
1894,1496569,,35.76565,51.41209
296068,1496571,,35.79560,51.44354
898462,1496572,,35.69851,51.39152
893655,1496574,,35.70203,51.48861
327015,1496592,,35.73909,51.30311
587832,1496593,,35.72333,51.51827
898491,1496597,,35.79040,51.45416
894749,1496598,rather_not_to_say,35.66706,51.38376
898492,1496612,,35.64688,51.49427
898504,1496613,,35.73202,51.35677
335582,1496626,,35.73070,51.49927
898467,1496630,,35.71492,51.40749
620449,1496631,female,35.70633,51.41716
898504,1496634,,35.74295,51.41441
898503,1496640,,35.75949,51.39402
837207,1496644,,35.74401,51.55893
898560,1496658,,35.70544,51.42180
666723,1496661,male,35.77214,51.44778
890850,1496662,,35.71802,51.40550
898568,1496664,,35.68860,51.38091
366728,1496666,,35.73295,51.34768
17765,1496667,,35.71873,51.39880
898573,1496671,,35.68774,51.47131
898572,1496672,,35.78659,51.37753
898569,1496674,,35.69490,51.38285
148312,1496677,,35.70686,51.42656
298213,1496678,,35.63550,51.39785
891645,1496679,,35.74520,51.30223
893758,1496680,,35.69568,51.38251
145679,1496681,,35.76262,51.42055
898600,1496690,,35.69017,51.25989
898605,1496696,,35.72546,51.44561
11365,1496698,,35.76712,51.28354
898603,1496699,,35.73386,51.48377
824994,1496700,,35.62898,51.42004
898613,1496704,,35.79506,51.45826
898637,1496709,,35.71777,51.41039
654638,1496710,,35.76226,51.40571
12953,1496712,,35.73909,51.53746
898559,1496714,,35.77691,51.35845
898432,1496727,,35.75924,51.37278
898668,1496735,,35.65890,51.48999
398739,1496740,,35.75752,51.47091
898685,1496744,,35.72599,51.51006
66012,1496746,,35.73372,51.43852
782560,1496751,,35.69300,51.45939
898697,1496752,,35.71314,51.50372
897976,1496753,,35.77028,51.41604
